Transaction_ID,Date,Year,Month_Num,Month_Name,Quarter,Product_ID,Product_Name,Category,Customer_ID,Customer_Name,Region,Segment,Salesperson_ID,Salesperson_Name,Units_Sold,Unit_Price,Gross_Revenue,Discount,Net_Revenue,COGS,Gross_Profit,GP_Margin_Pct
TXN-3307,2023-08-11,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,4,1136.35,4545.4,454.54,4090.86,2363.61,1727.25,42.22
TXN-3308,2023-08-12,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,10,1109.31,11093.1,1109.31,9983.79,5768.41,4215.38,42.22
TXN-3309,2023-08-12,2023,8,August,Q3,P010,Headset Pro,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,6,141.57,849.42,84.94,764.48,390.73,373.75,48.89
TXN-3310,2023-08-13,2023,8,August,Q3,P003,Office Chair,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,12,327.43,3929.16,0.0,3929.16,2161.04,1768.12,45.0
TXN-3311,2023-08-13,2023,8,August,Q3,P010,Headset Pro,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,15,153.92,2308.8,0.0,2308.8,1062.05,1246.75,54.0
TXN-3312,2023-08-13,2023,8,August,Q3,P009,Webcam HD,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,1,80.54,80.54,8.05,72.49,35.44,37.05,51.11
TXN-3313,2023-08-13,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,4,34.15,136.6,0.0,136.6,54.64,81.96,60.0
TXN-3314,2023-08-13,2023,8,August,Q3,P010,Headset Pro,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,4,148.94,595.76,59.58,536.18,274.05,262.13,48.89
TXN-3315,2023-08-14,2023,8,August,Q3,P010,Headset Pro,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,18,156.91,2824.38,141.22,2683.16,1299.21,1383.95,51.58
TXN-3316,2023-08-14,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,11,33.58,369.38,0.0,369.38,147.75,221.63,60.0
TXN-3317,2023-08-14,2023,8,August,Q3,P004,Standing Desk,Furniture,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,13,574.53,7468.89,0.0,7468.89,4331.96,3136.93,42.0
TXN-3318,2023-08-15,2023,8,August,Q3,P010,Headset Pro,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,11,158.82,1747.02,174.7,1572.32,803.63,768.69,48.89
TXN-3319,2023-08-15,2023,8,August,Q3,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,18,152.41,2743.38,0.0,2743.38,1261.95,1481.43,54.0
TXN-3320,2023-08-15,2023,8,August,Q3,P006,Accounting Software,Software,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,7,289.1,2023.7,101.19,1922.51,404.74,1517.77,78.95
TXN-3321,2023-08-15,2023,8,August,Q3,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,3,1797.25,5391.75,269.59,5122.16,970.51,4151.65,81.05
TXN-3322,2023-08-15,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,20,34.38,687.6,34.38,653.22,275.04,378.18,57.89
TXN-3323,2023-08-16,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,7,1285.78,9000.46,0.0,9000.46,4680.24,4320.22,48.0
TXN-3324,2023-08-16,2023,8,August,Q3,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,11,154.7,1701.7,170.17,1531.53,782.78,748.75,48.89
TXN-3325,2023-08-16,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,13,1140.14,14821.82,1482.18,13339.64,7707.35,5632.29,42.22
TXN-3326,2023-08-16,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,17,1204.61,20478.37,0.0,20478.37,10648.75,9829.62,48.0
TXN-3327,2023-08-17,2023,8,August,Q3,P006,Accounting Software,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,7,279.8,1958.6,0.0,1958.6,391.72,1566.88,80.0
TXN-3328,2023-08-17,2023,8,August,Q3,P004,Standing Desk,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,3,641.23,1923.69,96.18,1827.51,1115.74,711.77,38.95
TXN-3329,2023-08-17,2023,8,August,Q3,P004,Standing Desk,Furniture,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,2,661.87,1323.74,0.0,1323.74,767.77,555.97,42.0
TXN-3330,2023-08-17,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,8,35.89,287.12,0.0,287.12,114.85,172.27,60.0
TXN-3331,2023-08-17,2023,8,August,Q3,P003,Office Chair,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,12,373.38,4480.56,224.03,4256.53,2464.31,1792.22,42.11
TXN-3332,2023-08-17,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,20,1151.27,23025.4,0.0,23025.4,11973.21,11052.19,48.0
TXN-3333,2023-08-18,2023,8,August,Q3,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,7,159.5,1116.5,0.0,1116.5,513.59,602.91,54.0
TXN-3334,2023-08-18,2023,8,August,Q3,P007,ERP License,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,14,1893.18,26504.52,1325.23,25179.29,4770.81,20408.48,81.05
TXN-3335,2023-08-18,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,9,457.21,4114.89,205.74,3909.15,1975.15,1934.0,49.47
TXN-3336,2023-08-18,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,5,1231.29,6156.45,0.0,6156.45,3201.35,2955.1,48.0
TXN-3337,2023-08-18,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,4,33.09,132.36,6.62,125.74,52.94,72.8,57.9
TXN-3338,2023-08-19,2023,8,August,Q3,P003,Office Chair,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,6,374.84,2249.04,0.0,2249.04,1236.97,1012.07,45.0
TXN-3339,2023-08-19,2023,8,August,Q3,P007,ERP License,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,10,1902.39,19023.9,0.0,19023.9,3424.3,15599.6,82.0
TXN-3340,2023-08-20,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,3,35.31,105.93,5.3,100.63,42.37,58.26,57.9
TXN-3341,2023-08-20,2023,8,August,Q3,P004,Standing Desk,Furniture,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,16,617.9,9886.4,0.0,9886.4,5734.11,4152.29,42.0
TXN-3342,2023-08-21,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,3,1250.41,3751.23,0.0,3751.23,1950.64,1800.59,48.0
TXN-3343,2023-08-21,2023,8,August,Q3,P004,Standing Desk,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,15,643.64,9654.6,482.73,9171.87,5599.67,3572.2,38.95
TXN-3344,2023-08-21,2023,8,August,Q3,P010,Headset Pro,Electronics,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,7,154.36,1080.52,0.0,1080.52,497.04,583.48,54.0
TXN-3345,2023-08-22,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,9,1280.99,11528.91,0.0,11528.91,5995.03,5533.88,48.0
TXN-3346,2023-08-22,2023,8,August,Q3,P008,Mechanical Keyboard,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,13,93.18,1211.34,0.0,1211.34,508.76,702.58,58.0
TXN-3347,2023-08-22,2023,8,August,Q3,P009,Webcam HD,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,6,80.61,483.66,0.0,483.66,212.81,270.85,56.0
TXN-3348,2023-08-22,2023,8,August,Q3,P008,Mechanical Keyboard,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,3,100.22,300.66,30.07,270.59,126.28,144.31,53.33
TXN-3349,2023-08-22,2023,8,August,Q3,P009,Webcam HD,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,5,79.6,398.0,0.0,398.0,175.12,222.88,56.0
TXN-3350,2023-08-22,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,14,1203.47,16848.58,0.0,16848.58,8761.26,8087.32,48.0
TXN-3351,2023-08-23,2023,8,August,Q3,P003,Office Chair,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,12,324.15,3889.8,0.0,3889.8,2139.39,1750.41,45.0
TXN-3352,2023-08-23,2023,8,August,Q3,P004,Standing Desk,Furniture,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,1,626.22,626.22,31.31,594.91,363.21,231.7,38.95
TXN-3353,2023-08-23,2023,8,August,Q3,P010,Headset Pro,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,2,150.52,301.04,0.0,301.04,138.48,162.56,54.0
TXN-3354,2023-08-23,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C011,Lambda Services,North,SMB,S06,Zara Sheikh,19,1227.8,23328.2,0.0,23328.2,12130.66,11197.54,48.0
TXN-3355,2023-08-23,2023,8,August,Q3,P010,Headset Pro,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,8,153.36,1226.88,122.69,1104.19,564.36,539.83,48.89
TXN-3356,2023-08-23,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,16,480.2,7683.2,0.0,7683.2,3687.94,3995.26,52.0
TXN-3357,2023-08-24,2023,8,August,Q3,P009,Webcam HD,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,5,76.31,381.55,0.0,381.55,167.88,213.67,56.0
TXN-3358,2023-08-24,2023,8,August,Q3,P007,ERP License,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,12,1869.12,22429.44,1121.47,21307.97,4037.3,17270.67,81.05
TXN-3359,2023-08-24,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,15,443.55,6653.25,665.33,5987.92,3193.56,2794.36,46.67
TXN-3360,2023-08-24,2023,8,August,Q3,P004,Standing Desk,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,12,591.04,7092.48,354.62,6737.86,4113.64,2624.22,38.95
TXN-3361,2023-08-24,2023,8,August,Q3,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,15,1783.84,26757.6,1337.88,25419.72,4816.37,20603.35,81.05
TXN-3362,2023-08-25,2023,8,August,Q3,P006,Accounting Software,Software,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,13,281.45,3658.85,365.88,3292.97,731.77,2561.2,77.78
TXN-3363,2023-08-25,2023,8,August,Q3,P004,Standing Desk,Furniture,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,7,626.78,4387.46,438.75,3948.71,2544.73,1403.98,35.56
TXN-3364,2023-08-25,2023,8,August,Q3,P006,Accounting Software,Software,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,12,305.89,3670.68,0.0,3670.68,734.14,2936.54,80.0
TXN-3365,2023-08-25,2023,8,August,Q3,P007,ERP License,Software,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,4,1812.33,7249.32,362.47,6886.85,1304.88,5581.97,81.05
TXN-3366,2023-08-25,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,2,428.36,856.72,0.0,856.72,411.23,445.49,52.0
TXN-3367,2023-08-26,2023,8,August,Q3,P003,Office Chair,Furniture,C011,Lambda Services,North,SMB,S06,Zara Sheikh,17,346.18,5885.06,294.25,5590.81,3236.78,2354.03,42.11
TXN-3368,2023-08-26,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,13,1212.94,15768.22,0.0,15768.22,8199.47,7568.75,48.0
TXN-3369,2023-08-26,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,13,455.4,5920.2,0.0,5920.2,2841.7,3078.5,52.0
TXN-3370,2023-08-26,2023,8,August,Q3,P003,Office Chair,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,15,335.76,5036.4,0.0,5036.4,2770.02,2266.38,45.0
TXN-3371,2023-08-26,2023,8,August,Q3,P008,Mechanical Keyboard,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,4,99.36,397.44,0.0,397.44,166.92,230.52,58.0
TXN-3372,2023-08-26,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C001,Alpha Corp,North,Enterprise,S01,Ali Raza,11,1267.7,13944.7,0.0,13944.7,7251.24,6693.46,48.0
TXN-3373,2023-08-27,2023,8,August,Q3,P004,Standing Desk,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,7,600.91,4206.37,0.0,4206.37,2439.69,1766.68,42.0
TXN-3374,2023-08-27,2023,8,August,Q3,P006,Accounting Software,Software,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,19,318.35,6048.65,302.43,5746.22,1209.73,4536.49,78.95
TXN-3375,2023-08-27,2023,8,August,Q3,P008,Mechanical Keyboard,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,10,92.01,920.1,92.01,828.09,386.44,441.65,53.33
TXN-3376,2023-08-27,2023,8,August,Q3,P003,Office Chair,Furniture,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,14,328.63,4600.82,460.08,4140.74,2530.45,1610.29,38.89
TXN-3377,2023-08-28,2023,8,August,Q3,P003,Office Chair,Furniture,C009,Iota Ltd,West,SMB,S04,Fatima Noor,9,360.64,3245.76,0.0,3245.76,1785.17,1460.59,45.0
TXN-3378,2023-08-28,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C011,Lambda Services,North,SMB,S01,Ali Raza,15,32.74,491.1,0.0,491.1,196.44,294.66,60.0
TXN-3379,2023-08-28,2023,8,August,Q3,P003,Office Chair,Furniture,C007,Eta Retail,South,SMB,S02,Sara Khan,13,348.71,4533.23,0.0,4533.23,2493.28,2039.95,45.0
TXN-3380,2023-08-28,2023,8,August,Q3,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,15,151.02,2265.3,0.0,2265.3,1042.04,1223.26,54.0
TXN-3381,2023-08-28,2023,8,August,Q3,P008,Mechanical Keyboard,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,19,92.63,1759.97,0.0,1759.97,739.19,1020.78,58.0
TXN-3382,2023-08-29,2023,8,August,Q3,P006,Accounting Software,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,5,304.93,1524.65,76.23,1448.42,304.93,1143.49,78.95
TXN-3383,2023-08-29,2023,8,August,Q3,P003,Office Chair,Furniture,C002,Beta Industries,South,SMB,S02,Sara Khan,11,338.37,3722.07,0.0,3722.07,2047.14,1674.93,45.0
TXN-3384,2023-08-30,2023,8,August,Q3,P010,Headset Pro,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,20,158.32,3166.4,158.32,3008.08,1456.54,1551.54,51.58
TXN-3385,2023-08-30,2023,8,August,Q3,P003,Office Chair,Furniture,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,7,350.75,2455.25,245.53,2209.72,1350.39,859.33,38.89
TXN-3386,2023-08-30,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,6,1113.99,6683.94,0.0,6683.94,3475.65,3208.29,48.0
TXN-3387,2023-08-30,2023,8,August,Q3,P005,Monitor 27inch,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,14,438.3,6136.2,0.0,6136.2,2945.38,3190.82,52.0
TXN-3388,2023-08-31,2023,8,August,Q3,P002,Wireless Mouse,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,5,37.08,185.4,18.54,166.86,74.16,92.7,55.56
TXN-3389,2023-08-31,2023,8,August,Q3,P001,Laptop Pro 15,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,10,1177.09,11770.9,588.54,11182.36,6120.87,5061.49,45.26
TXN-3390,2023-08-31,2023,8,August,Q3,P007,ERP License,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,9,1856.69,16710.21,0.0,16710.21,3007.84,13702.37,82.0
TXN-3391,2023-08-31,2023,8,August,Q3,P006,Accounting Software,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,14,308.92,4324.88,0.0,4324.88,864.98,3459.9,80.0
TXN-3392,2023-08-31,2023,8,August,Q3,P006,Accounting Software,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,18,284.31,5117.58,0.0,5117.58,1023.52,4094.06,80.0
TXN-3393,2023-09-01,2023,9,September,Q3,P002,Wireless Mouse,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,11,37.02,407.22,0.0,407.22,162.89,244.33,60.0
TXN-3394,2023-09-01,2023,9,September,Q3,P001,Laptop Pro 15,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,8,1118.29,8946.32,0.0,8946.32,4652.09,4294.23,48.0
TXN-3395,2023-09-01,2023,9,September,Q3,P002,Wireless Mouse,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,3,37.04,111.12,0.0,111.12,44.45,66.67,60.0
TXN-3396,2023-09-01,2023,9,September,Q3,P001,Laptop Pro 15,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,20,1117.51,22350.2,2235.02,20115.18,11622.1,8493.08,42.22
TXN-3397,2023-09-02,2023,9,September,Q3,P006,Accounting Software,Software,C011,Lambda Services,North,SMB,S01,Ali Raza,20,280.92,5618.4,0.0,5618.4,1123.68,4494.72,80.0
TXN-3398,2023-09-02,2023,9,September,Q3,P004,Standing Desk,Furniture,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,6,579.5,3477.0,0.0,3477.0,2016.66,1460.34,42.0
TXN-3399,2023-09-02,2023,9,September,Q3,P001,Laptop Pro 15,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,7,1113.6,7795.2,0.0,7795.2,4053.5,3741.7,48.0
TXN-3400,2023-09-02,2023,9,September,Q3,P007,ERP License,Software,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,16,1891.45,30263.2,1513.16,28750.04,5447.38,23302.66,81.05
TXN-3401,2023-09-02,2023,9,September,Q3,P010,Headset Pro,Electronics,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,16,143.95,2303.2,230.32,2072.88,1059.47,1013.41,48.89
TXN-3402,2023-09-03,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,3,90.07,270.21,0.0,270.21,113.49,156.72,58.0
TXN-3403,2023-09-03,2023,9,September,Q3,P005,Monitor 27inch,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,4,464.61,1858.44,0.0,1858.44,892.05,966.39,52.0
TXN-3404,2023-09-04,2023,9,September,Q3,P003,Office Chair,Furniture,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,6,344.1,2064.6,206.46,1858.14,1135.53,722.61,38.89
TXN-3405,2023-09-04,2023,9,September,Q3,P005,Monitor 27inch,Electronics,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,17,460.12,7822.04,0.0,7822.04,3754.58,4067.46,52.0
TXN-3406,2023-09-04,2023,9,September,Q3,P007,ERP License,Software,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,8,1808.8,14470.4,0.0,14470.4,2604.67,11865.73,82.0
TXN-3407,2023-09-05,2023,9,September,Q3,P003,Office Chair,Furniture,C002,Beta Industries,South,SMB,S02,Sara Khan,3,349.66,1048.98,0.0,1048.98,576.94,472.04,45.0
TXN-3408,2023-09-05,2023,9,September,Q3,P010,Headset Pro,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,15,137.37,2060.55,0.0,2060.55,947.85,1112.7,54.0
TXN-3409,2023-09-05,2023,9,September,Q3,P006,Accounting Software,Software,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,20,307.52,6150.4,0.0,6150.4,1230.08,4920.32,80.0
TXN-3410,2023-09-05,2023,9,September,Q3,P010,Headset Pro,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,15,145.62,2184.3,109.22,2075.08,1004.78,1070.3,51.58
TXN-3411,2023-09-06,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,11,95.7,1052.7,0.0,1052.7,442.13,610.57,58.0
TXN-3412,2023-09-06,2023,9,September,Q3,P004,Standing Desk,Furniture,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,2,638.93,1277.86,63.89,1213.97,741.16,472.81,38.95
TXN-3413,2023-09-06,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,13,94.45,1227.85,61.39,1166.46,515.7,650.76,55.79
TXN-3414,2023-09-06,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,13,93.78,1219.14,0.0,1219.14,512.04,707.1,58.0
TXN-3415,2023-09-07,2023,9,September,Q3,P006,Accounting Software,Software,C007,Eta Retail,South,SMB,S02,Sara Khan,13,292.58,3803.54,190.18,3613.36,760.71,2852.65,78.95
TXN-3416,2023-09-07,2023,9,September,Q3,P003,Office Chair,Furniture,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,7,327.31,2291.17,114.56,2176.61,1260.14,916.47,42.11
TXN-3417,2023-09-07,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,11,90.41,994.51,49.73,944.78,417.69,527.09,55.79
TXN-3418,2023-09-08,2023,9,September,Q3,P003,Office Chair,Furniture,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,8,332.64,2661.12,266.11,2395.01,1463.62,931.39,38.89
TXN-3419,2023-09-08,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,6,94.81,568.86,0.0,568.86,238.92,329.94,58.0
TXN-3420,2023-09-08,2023,9,September,Q3,P006,Accounting Software,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,11,308.86,3397.46,339.75,3057.71,679.49,2378.22,77.78
TXN-3421,2023-09-08,2023,9,September,Q3,P005,Monitor 27inch,Electronics,C003,Gamma LLC,East,SMB,S03,Ahmed Malik,17,481.92,8192.64,0.0,8192.64,3932.47,4260.17,52.0
TXN-3422,2023-09-08,2023,9,September,Q3,P007,ERP License,Software,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,10,1837.87,18378.7,0.0,18378.7,3308.17,15070.53,82.0
TXN-3423,2023-09-09,2023,9,September,Q3,P010,Headset Pro,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,20,140.17,2803.4,0.0,2803.4,1289.56,1513.84,54.0
TXN-3424,2023-09-09,2023,9,September,Q3,P006,Accounting Software,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,5,292.76,1463.8,73.19,1390.61,292.76,1097.85,78.95
TXN-3425,2023-09-09,2023,9,September,Q3,P002,Wireless Mouse,Electronics,C001,Alpha Corp,North,Enterprise,S06,Zara Sheikh,12,34.54,414.48,0.0,414.48,165.79,248.69,60.0
TXN-3426,2023-09-09,2023,9,September,Q3,P006,Accounting Software,Software,C012,Mu Technologies,South,Enterprise,S02,Sara Khan,11,305.4,3359.4,167.97,3191.43,671.88,2519.55,78.95
TXN-3427,2023-09-10,2023,9,September,Q3,P009,Webcam HD,Electronics,C006,Zeta Solutions,North,Enterprise,S06,Zara Sheikh,7,84.08,588.56,0.0,588.56,258.97,329.59,56.0
TXN-3428,2023-09-10,2023,9,September,Q3,P010,Headset Pro,Electronics,C004,Delta Systems,West,Enterprise,S04,Fatima Noor,8,148.73,1189.84,59.49,1130.35,547.33,583.02,51.58
TXN-3429,2023-09-10,2023,9,September,Q3,P001,Laptop Pro 15,Electronics,C006,Zeta Solutions,North,Enterprise,S01,Ali Raza,13,1248.04,16224.52,1622.45,14602.07,8436.75,6165.32,42.22
TXN-3430,2023-09-10,2023,9,September,Q3,P006,Accounting Software,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,15,303.91,4558.65,0.0,4558.65,911.73,3646.92,80.0
TXN-3431,2023-09-11,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C007,Eta Retail,South,SMB,S02,Sara Khan,9,98.22,883.98,0.0,883.98,371.27,512.71,58.0
TXN-3432,2023-09-11,2023,9,September,Q3,P001,Laptop Pro 15,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,8,1225.55,9804.4,0.0,9804.4,5098.29,4706.11,48.0
TXN-3433,2023-09-12,2023,9,September,Q3,P010,Headset Pro,Electronics,C008,Theta Corp,East,Enterprise,S03,Ahmed Malik,9,159.89,1439.01,71.95,1367.06,661.94,705.12,51.58
TXN-3434,2023-09-12,2023,9,September,Q3,P006,Accounting Software,Software,C010,Kappa Inc,Central,Enterprise,S05,Usman Tariq,7,320.9,2246.3,224.63,2021.67,449.26,1572.41,77.78
TXN-3435,2023-09-12,2023,9,September,Q3,P010,Headset Pro,Electronics,C002,Beta Industries,South,SMB,S02,Sara Khan,2,154.61,309.22,0.0,309.22,142.24,166.98,54.0
TXN-3436,2023-09-12,2023,9,September,Q3,P009,Webcam HD,Electronics,C009,Iota Ltd,West,SMB,S04,Fatima Noor,8,82.67,661.36,33.07,628.29,291.0,337.29,53.68
TXN-3437,2023-09-13,2023,9,September,Q3,P005,Monitor 27inch,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,5,435.32,2176.6,0.0,2176.6,1044.77,1131.83,52.0
TXN-3438,2023-09-13,2023,9,September,Q3,P007,ERP License,Software,C002,Beta Industries,South,SMB,S02,Sara Khan,15,1879.43,28191.45,0.0,28191.45,5074.46,23116.99,82.0
TXN-3439,2023-09-14,2023,9,September,Q3,P007,ERP License,Software,C009,Iota Ltd,West,SMB,S04,Fatima Noor,20,1783.91,35678.2,0.0,35678.2,6422.08,29256.12,82.0
TXN-3440,2023-09-14,2023,9,September,Q3,P002,Wireless Mouse,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,9,33.31,299.79,29.98,269.81,119.92,149.89,55.55
TXN-3441,2023-09-14,2023,9,September,Q3,P008,Mechanical Keyboard,Electronics,C005,Epsilon Trading,Central,SMB,S05,Usman Tariq,19,89.35,1697.65,0.0,1697.65,713.01,984.64,58.0
